GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:0019369,CYP2A7 CYP4A22 TBXAS1 MGLL CBR1 FAAH2 CYP4Z1 CYP1B1 CYP4F11 GPX1 ALOX12B JMJD7-PLA2G4B CYP2B6 CYP4F3 CYP1A1 ALOX15 AKR1C3 CYP1A2 DAGLA CYP4F12 PNPLA8 PTGDS CYP2C8 FAAH PTGES3 CYP2D7 DAGLB PTGIS AWAT1 CYP2J2 EPHX1 PTGES2 CYP2E1 ABHD6 CYP2C18 ALOX15B PTGS2 ALOX12 CYP2U1 CYP2A13 PLA2G10 ALOX5 GPX4 CYP2A6 PLA2G4B ALOXE3 PLA2G2F MGST3 CYP2S1 PLA2G4C ABHD12 CYP2C19 PLA2G4A PTGS1 CYP4A11 CYP2F1 CYP2D6 CYP2C9 CYP4F2,59,arachidonic acid metabolic process,ABHD6 CYP1A1 CYP4F12 CYP4F11 CYP2D7 PTGES3 CYP4A11 TBXAS1 PTGIS JMJD7-PLA2G4B FAAH GPX4 CYP2D6 CYP2C18 ALOXE3 CYP2J2 CYP2C8 EPHX1 AKR1C3 ALOX12B FAAH2 PNPLA8 CYP1B1 MGLL CYP2B6 ABHD12 CYP2A7 CYP4F3 CYP2S1 MEF2D TSPAN5 ZMYM3 AIDA MRPL12 MITD1 CIAO1 TAS2R19 ATP5MF OR6C2 ETFB SPDYC CTNNAL1 MTCH2 ZNF207 TENM3 HAPLN2 PGP NFIB HBD TBXT SEZ6 NR2F2 PLD1 USP1 TNFRSF10B SLC4A3 KNDC1 PFKFB1 TBC1D5,RNF185 ZDHHC20 PHF5A PTBP3 CACNA1C ZNF213 ATP5F1E KLF17 EGLN1 SLC2A6 TAS2R50 NEBL IGFBP5 SPATA46 C1RL MYLIP UBA6 CCDC187 ABCG8 SLC25A42 TRMT10C CHST9 BABAM1 ZDHHC11 OAS1 NECTIN2 ADSS2 PRUNE2 LIFR SLC8A3 EVI2B CHSY1 RBBP9 TCN1 PMPCA SRARP HIGD1B SHISA7 AGFG2 BCKDK GOT2 TMEM91 RBBP6 HSF2 LOXL4 ATM FOXI2 WRN SLC4A1 USP12 CDC20 CDH22 PIPOX TMEM232 RPS6KA2 RPL10A ST6GALNAC4 ERLEC1 KNG1
GO:1901998,SLC17A3 ADAM10 SLC7A8 LRP6 ABCG1 SLC22A1 RAB29 SLC29A4 SLC22A3 RAB40B SLC22A2,11,toxin transport,SLC17A3 SLC7A8 RAB29 SLC29A4 SLC22A2 ARHGAP29 ADAM12 VASP SPATA20 CDK9 H2BC17,FAM110A UCK2 PURB SFPQ PMS2 CELF3 TANC1 IQSEC3 TIMP4 PUS3 RALGPS1
GO:1901490,FOXC1 VASH1 EPHA2 VEGFC CCBE1,5,regulation of lymphangiogenesis,CCBE1 VASH1 PNPO KLHL4 MYO1G,MMP16 BEGAIN PFN3 SLC44A2 CLDN11
GO:0045991,KAT2B MLXIPL USF1 FOXA2 OGT NCOA1 SRF USF2,8,carbon catabolite activation of transcription,KAT2B NCOA1 FOXA2 USF2 S100A11 KRTAP5-9 IL32 BIN2,VSIG4 GK ANXA7 AP1G2 SLC38A9 GIT1 MRPL19 GEM
GO:0035442,SLC15A4 SLC15A2 SLC7A11 SLC26A6 SLC15A3 CA2 SLC15A1,7,dipeptide transmembrane transport,SLC7A11 SLC15A4 CA2 RBPMS CNTN6 SLC1A4 HAS3,AIRE MTHFD2L OR4C6 SOSTDC1 AIFM3 MLH3 MILR1
GO:0072488,RHBG RHAG SLC12A7 SLC12A4 RHCE SLC12A6 AQP1 SLC12A2 RHCG RHD AQP8 SLC12A5,12,ammonium transmembrane transport,RHCE RHD SLC12A7 AQP8 RHBG SLC12A5 AMPH XRCC4 NCOA3 F13B PIGG CDH22,OR10A4 H2AC8 USP17L11 NEUROD4 ZNF768 GPRC5C RNF103 FSD1L TSPAN10 PUSL1 ABCD3 EFL1
GO:1901984,MAGEA2B SIRT1 HDAC2 HINT2 KLF15 HDAC6 PARK7 SET GSK3B MAGEA2,10,negative regulation of protein acetylation,SET KLF15 MAGEA2 PARK7 HDAC6 MFSD11 CTLA4 SLTM PFDN1 PTHLH,ACKR2 CFC1B PDCD7 EQTN STAC3 CHFR SIRT6 ZNHIT1 MGAT2 LEMD3
GO:0106300,VCPIP1 FAM111A VCP SPRTN TRAIP GCNA TEX264,7,protein-DNA covalent cross-linking repair,FAM111A GCNA TEX264 NR2E3 CAMKMT OR2V2 SUPT20HL2,CERKL USP17L19 KLHL24 TXK SLC25A40 PPP1R2 NUDT6
GO:0090309,PPHLN1 TASOR SETDB2 ATF7IP SETDB1 MORC2 ZNF304 RESF1 ATF7IP2 MPHOSPH8 TRIM28,11,positive regulation of DNA methylation-dependent heterochromatin formation,ATF7IP2 TRIM28 SETDB1 TASOR ATF7IP CDH3 EIF2B4 AKAP8L PHF24 LATS1 TSTD1,HYPK ATP6V1G2 ASB16 SLAMF7 TTYH2 OGDH CRYGA SLC25A53 UGT2A1 PPT1 GRK5
GO:0051350,GABBR2 ADGRV1 GRM3 GNAI3 GALR1 RD3 GRM2 GNAI2 DRD3 PHPT1 CCR2 LTB4R2 DRD2 PALM EDNRB AKAP5 MTRR,17,negative regulation of lyase activity,AKAP5 GNAI3 GRM2 GNAI2 EDNRB PHPT1 GABBR2 ADGRV1 ZNF181 CACNA2D4 UBE2K DOCK3 RCSD1 TBC1D22B GREM2 ERGIC1 PSKH2,P2RY13 PMM2 ARRDC5 SAMD1 C11orf65 PABPC4 AZIN1 HKDC1 G0S2 RHOXF1 CAMP TTC21B ADA2 PABIR1 PIK3CB CSMD1 OR10R2
GO:1904533,RTEL1 TERF2 TERF1,3,regulation of telomeric loop disassembly,TERF2 EIF3F PADI6,PTCH2 RGL3 GARIN1B
GO:1900368,PUM1 MAEL TIAL1 RIPK1 TP53 FXR1 BCDIN3D FMR1 ADAR ZC3H10 DGCR8 DND1 TRUB1 PUM2 ZMPSTE24 LIN28B STAT3 MECP2 ELAVL1 TRIM71 IL6 ZFP36 BMP4 LIN28A TGFB1,25,regulation of post-transcriptional gene silencing by regulatory ncRNA,BMP4 ZMPSTE24 MAEL PUM2 ELAVL1 ZFP36 LIN28B IL6 TIAL1 TGFB1 FMR1 RIPK1 DOK7 MAN1A1 DNM1L REPS2 ALG1L2 MRPL43 VWA7 PRAME SAMSN1 ITPRIP EXOSC4 ZSCAN18 TSPO,ACTN1 SLC7A6 SURF2 TAOK1 DPAGT1 TNF PDHA1 ACTR3C TRIM17 ZNF99 PTPN21 MTNR1A PPP3R2 CFAP36 CCL13 ATP5MC2 MUC6 ZNF860 PRPF8 TMPRSS11E ANKRD40 FUT4 AGPAT4 SERPINA1 RBPJ
GO:1902031,PGAM1 MLST8 ME2 TP53 ME1 ALDOB MTOR TIGAR RPTOR,9,regulation of NADP metabolic process,RPTOR ME1 ALDOB MTOR ABCB8 GREM1 GOLGA6C KLHL3 PLEKHG1,ENTREP1 TLX2 ADAD2 RHOXF2 GNB2 RGS12 TRAP1 OPN1LW ASB14
GO:0048066,SOX10 LRMDA HPS4 KIT AP3D1 EDNRA OR51E2 HPS5 CD63 RAB27A RAB32 BCL2L11 ADAMTS9 ENPP1 GLI3 OCA2 BLOC1S5 GPR143 VPS33A ATP6AP2 SOD2 CITED1 TYRP1 BLOC1S3 DCT AP1G1 MEF2C MITF KITLG EDN3 IHH BAX ZEB2 BLOC1S6 ANKRD27 SLC24A5 RAB38 BCL2 GNA11 TPCN2 TYR MREG SLC45A2 USP13 SPNS2 ADAMTSL4 ADAMTS20 EDNRB AP1M1,49,developmental pigmentation,EDN3 LRMDA BLOC1S3 IHH BLOC1S6 BCL2L11 EDNRA EDNRB SLC45A2 AP3D1 GNA11 SOD2 GLI3 RAB32 TYR SOX10 VPS33A ADAMTSL4 HPS5 ANKRD27 DCT MEF2C OR51E2 ATP6AP2 INPP5E ANKRD24 MPP4 PDS5B TMEM100 APRT HHEX GCSAML TGIF2LX ANO3 TMEM214 SMARCA1 VIPAS39 RHOBTB2 TWIST1 YLPM1 CGGBP1 DDOST MAFB CUL1 CCDC92 GART ZBTB32 OR1B1 TMX2,PCDHA10 GDI2 PITPNM3 AGR3 KLK4 ATP8B2 PTCH2 RPS12 TFPI2 KCTD4 C19orf12 ERLIN1 PKP4 BLTP1 EXTL2 ELOVL7 MIIP CDKL4 CD22 EPHB1 SPATA18 TMEM102 TG IGSF9 OR2G6 NREP POLD3 NQO1 DAB2 TULP4 EHD4 RTKN2 NDUFB9 APOA5 UBE4A KDM8 PUM3 NMI TIMM9 PNLIPRP2 THAP7 USB1 IDO2 KIF1A MACROH2A2 CAMK1G HMX3 USP17L20 SLC22A9
GO:0031145,CDK2 CDC23 ANAPC4 ANAPC1 ANAPC16 CDC27 ANAPC5 ANAPC11 CUL3 FBXO31 CDC16 CDC20B ECRG4 CDC26 ANAPC2 ANAPC15 ANAPC10 ANAPC13 UBE2C FZR1 UBE2S CDC20 PLK1,23,anaphase-promoting complex-dependent catabolic process,ANAPC11 CDK2 ANAPC10 CDC20 UBE2S UBE2C ANAPC2 FZR1 CUL3 ANAPC4 FBXO31 DUSP9 GFPT1 RAB29 KIF24 MLXIP POU2AF1 PLPP2 BDH2 ZDBF2 METTL4 UTP6 DENND4B,SLC22A5 NCMAP GTF2H3 ATR APOBEC3A_B SYBU PSCA TFCP2 DTNBP1 MSRA ZC3H10 ETS2 ZNF780B DYNC2H1 ABCC4 WIPF1 NPTN TSC22D2 CMIP RAB20 HRNR MRPS17 BBS10
GO:0034110,LYN VPS33B TNFSF11 PRKCQ IL6ST PDPN PRKCD ADAMTS18 RDX PLAUR SERPINE2 EMILIN2 CTSG JAK1 SH2B3 ALOX12 CD9 ZNF703 UBASH3B MMRN1 CCL5 F11R IL6 CELA2A GP6 JAK2 PRKG1 PRKCA EMILIN1 SYK CEACAM1 C1QTNF1 ANK3 MFSD2B TMX1,35,regulation of homotypic cell-cell adhesion,RDX PRKCQ C1QTNF1 ADAMTS18 MMRN1 TMX1 PLAUR EMILIN1 ANK3 LYN JAK1 ZNF703 ALOX12 SH2B3 UBASH3B PRKG1 CCL5 KCNG4 AKAP7 TLR7 SEC14L2 DLGAP4 HARS1 NAPA OR2A14 SH3BP5 UBE4B MEGF8 RHOD IL1F10 CYP4F3 PRSS36 ZNF83 HAS3 RANBP17,DMD OBP2A SPATA2 CRX RRAGD MED16 PMVK GLUD2 PAK2 TAS2R38 MACO1 CLUH LCE2B LILRA5 CLPX ZFP69B U2AF1 ELF5 PELP1 NEDD8 H2BC12 OR1K1 OR9Q1 PSMB7 DEPP1 GMEB2 TSPAN17 ETS2 UBP1 PHF3 PSMD7 DMAP1 CEP350 EXD2 OPTN
GO:0001892,GJB5 GRHL2 JUNB NR2F2 TTPA IGF2 MAP2K1 CEBPA TAF10 CCN1 CDX2 TRIM28 PLCD3 AKT1 CSF2 E2F8 WNT2 NODAL PLG NSDHL HEY1 CASP8 KRT19 LIF BMP5 MDFI GATA2 PCDH12 HEY2 SOCS3 HAND1 ZFP36L1 OVOL2 BMP7 ESRRB FZD5 MAPK1 CEBPB SNAI1 HS6ST1 NCOA1 ASCL2 MED1 STK3 STK4 PHLDA2 ST14 DNAJB6 RSPO3 PDGFB HES1 GCM1 LEF1 PKD2 SPINT2 CITED2 SP3 PRDM1 CDX4 WNT7B HIF1A VASH2 E2F7 IL10 EPAS1 PKD1 PLK4 ADM TMED2 BPTF BIRC6 GRB2 EOMES CITED1 TFEB SPINT1 ZNF568 KRT8 FBXW8 ARNT SOX15 CDKN1C RBPJ FGFR2 VASH1 GGNBP2 EGLN1 SETD2 EGFR,89,embryonic placenta development,HIF1A IL10 NR2F2 PLCD3 GRB2 CITED1 SPINT2 IGF2 RSPO3 ARNT WNT2 PCDH12 DNAJB6 JUNB NCOA1 CITED2 EPAS1 TFEB CEBPB MAP2K1 TRIM28 NODAL SETD2 BMP5 AKT1 GATA2 GCM1 CEBPA PKD2 MDFI MAPK1 CDX4 EOMES PLK4 GRHL2 STK3 NSDHL HS6ST1 GJB5 LEF1 ST14 HES1 TTPA BIRC6 RPS6KA2 CFHR4 CYP2C8 PLIN2 REC114 HBEGF USP45 DGCR6 ZNF75A RBM4 MYCBPAP GAB3 PRCD FABP7 ATP1B3 C20orf173 PDCD1LG2 LCAT PRR7 HDAC2 FIS1 RPRD1B CLDN20 SERPINE3 COG5 SPNS3 RASSF3 GSTA4 LHPP SGK2 ZNF292 TRIM24 FANCF FASTKD3 ACR POU6F1 RANBP2 RPL18 DACT1 PCYOX1L RPL23A PPIAL4C PHOSPHO1 STXBP2 NDUFC2-KCTD14,SPATC1L PSG5 AGXT2 NUDT5 SGIP1 SIRT2 ITPA ARHGAP22 ANPEP DNAJC15 ZNF354B CLEC4M GTF3C2 GINS3 LYPD3 TMEM232 RPP38 LHX9 PDK4 TOP2A STRIP2 SERPINA5 VWC2L KCNMB1 OXCT2 MYO15B FADS2 ARL8A MXD3 TSR2 SNAPC1 HBA2 ABRAXAS1 HTD2 SLC8A2 PPP2R2A CDH7 ITIH6 HLA-DMB OR4D1 BRINP2 HLA-E SCAF1 DRC1 AGAP2 MRPL44 SPAG11A PAQR5 C22orf23 SNTA1 BRDT TSN HNRNPA1L2 ATAD1 MAP1LC3A APLF ZCCHC7 MCM8 WFDC1 EEPD1 ZNF48 CCDC141 MSRB3 PCID2 DHRS4 OR14J1 ILVBL NCBP2L CASD1 POLR2C PPP6R1 ZC3H14 LDAH PIGB SUN1 SCAMP1 PSMC3 KIF26A PSAPL1 ARL6 TXNDC2 TTR SOX14 BARHL1 OFD1 DEFB134 HCCS ALG10B WDR41
GO:0002536,PRDX2 LBP LIPA DUSP10 GRN SLAMF8 NCF1 RPS19 INS,9,respiratory burst involved in inflammatory response,SLAMF8 LBP LIPA DUSP10 KIAA0319 NR1H3 LRCOL1 CXXC5 SNRNP25,MEIOC TSPY1 PCDH12 BOP1 SCHIP1 ALPP C1orf43 TSPAN8 ADAMTS14
GO:0016255,GPAA1 PIGK PIGT PGAP1 PIGS PIGU,6,attachment of GPI anchor to protein,PIGT PIGK PIGU SLC35D2 NUDT11 TBX4,WBP2 C2CD6 GPX5 METTL27 VMP1 GGCT
GO:0006248,UPP1 DPYD DPYS UPB1,4,CMP catabolic process,DPYD UPB1 CDC42BPG HSBP1L1,PATE4 TXNL4A FAM3D PTBP1
GO:0010046,CERS1 ASS1 BAK1,3,response to mycotoxin,CERS1 CABP4 GPR158,EFCAB7 DOCK3 IKZF4
GO:0090400,SIRT1 MAPKAPK5 PLA2R1 BMAL1 TP53 CDKN1A MAPK14 WNT16,8,stress-induced premature senescence,TP53 BMAL1 WNT16 PLA2R1 ACTN1 OR52B6 FGF21 MBTD1,GHITM CCDC93 OR8G5 TXNDC15 GATA3 FGF8 CLEC7A UBQLNL
GO:0035873,SLC5A8 SLC16A3 SLC16A7 SLC5A12 EMB SLC16A1 SLC16A8 ACACB,8,lactate transmembrane transport,SLC16A1 EMB ACACB SLC5A8 SREBF2 RAP1GDS1 MIS12 TECTA,EFHC2 FOXA3 RFX4 CTAGE6 GPR161 PLEKHA3 CCNE1 CHID1
GO:0015881,SLC16A12 SLC6A8 SLC16A9 SLC6A13,4,creatine transmembrane transport,SLC16A9 SLC16A12 TSPO FCRL5,H2BC10 SLBP SEMA6C ASIC4
GO:2000845,MYB TMF1 NMB,3,positive regulation of testosterone secretion,NMB PRM1 PRPF19,BUB1 APLF KLHL6
GO:0051101,CEBPG SOX11 TRAF6 TWIST1 ERCC4 CSNK2B EGF MAPK8 RNF220 PARK7 ACD SMO PER2 PINX1 ZNF675 NIBAN2 ILRUN MDFI IGF1 NME1 HEY2 FOXC1 HMGB2 HAND1 SKI CPNE1 GATA1 H1-0 EDF1 PPARG HABP4 GATA3 POU4F2 GTF2B NGF SP100 PAX6 HJURP HMGB1 TXN ZNF593 SIRT2 SUMO3 HES1 KDM1A IFI16 NEUROD1 LEF1 E2F1 MAD2L2 JUN JAK2 IFNG PSEN1 PRKN PYHIN1 LAMTOR5 MMP9 HAND2 DDRGK1 DDIT3 BCL3 DAZAP2 PLAUR DOT1L TNKS RSF1 SUMO1 CDT1 NSD1 TRIM6 RB1 POU4F1 HMGA2 ZBTB7A GZMA TFAP4 SUMO4 ZC4H2,79,regulation of DNA binding,GZMA MDFI CEBPG GTF2B EGF HMGB2 DAZAP2 HMGA2 ERCC4 GATA3 DDIT3 POU4F2 SUMO3 LAMTOR5 SIRT2 FOXC1 NSD1 SKI GATA1 ZNF593 MMP9 JAK2 PPARG IGF1 ZC4H2 LEF1 SUMO1 TXN DDRGK1 JUN POU4F1 HABP4 NIBAN2 KDM1A TNKS ILRUN PYHIN1 EDF1 ZNF675 IL3RA CMBL RBMY1E VSTM2L FAM83H TBC1D2 PCDHB9 ADCYAP1 LIPT1 ARPC3 MVK TTC7A TPCN2 ABL2 TXNRD2 ZBTB38 TMEM50A TCEA1 TPD52 PARD6A ABCC4 CALHM1 INSYN2A ZDHHC2 KSR1 TNFRSF25 GCLC SSTR2 TAS2R20 MRPL28 CA9 SIRPB1 LRRC59 UXS1 PGLS POLR2J2 CFAP418 HPGDS COX4I1 ASB18,ARNT2 KLHL42 RAMP1 ZNF671 SLC9A7 HTR1F DAAM2 AGTR2 ALG8 NSD3 IZUMO1 LRRC8C SOCS1 TMEM11 ZNF677 KCTD11 GLYAT PYCR2 RGL1 NIPSNAP1 DRGX TMEM80 DNAJB3 DOCK6 NPPB KIAA1614 GABRA3 HOXD10 GPR139 HAS1 ZNF451 FAM20A FAM3D APOM PIK3C2B H2BC12 IGSF5 OR8U9 NFKBIA HCRTR1 RNASE6 PRSS55 TNMD OR5D13 OR7G1 TIMP4 ALG11 COPA IFNA2 ATAD5 LCP2 BTG3 ADRA1A TRAPPC14 TSSK6 RNF115 PRELID3A CXCR2 SANBR FBXO7 ZNF740 UBE3C SLC25A31 TEC GDF1 MRGPRX4 MYEF2 BFSP1 EXOC8 ZNF736 KIR2DS2 PYROXD1 PRDM7 EIF4A2 TBL1Y CYYR1 PADI4 ZNF625 PRKCE
GO:0043112,PTPN1 EPS15 ANXA2 GPRASP1 NSG1 PEX1 FURIN PEX2 MTMR2 ARAP1 SORL1 PHETA1 NSF ALS2 APOE TRAT1 BECN2 LAMTOR1 AP1AR RAMP3 PIK3R4 MYLIP ZNRF3 TBC1D16 SMURF1 LDLR LGMN ITCH BVES EHD3 USP9X FUT8 SH3GLB1 PEX12 PEX5 REP15 RAB11B ARFGEF2 UVRAG LAPTM5 PTPN2 CAMLG CAPN1 ECE1 SCRIB SNX25 PEX6 CDK5 LMTK2 SNCA RAB29 CTSD MVB12A GRIA1 VAMP3 INPP5F PLEKHJ1 RNF43 ACHE BECN1 PSEN1 DTX3L PCSK9 PLEKHA3 OPTN NEDD4 TGFB1 KIF16B CHMP5 PEX10 PHETA2 ABCA2,72,receptor metabolic process,ITCH EHD3 ARAP1 RNF43 LAPTM5 PEX6 BVES PEX1 PEX12 CHMP5 CDK5 PHETA2 PHETA1 NSG1 KIF16B CAPN1 ALS2 EPS15 MYLIP LAMTOR1 LMTK2 PLEKHJ1 INPP5F ANXA2 ECE1 SORL1 REP15 GRIA1 USP9X OPTN TGFB1 SMURF1 SH3GLB1 RAB29 SNCA ABCA2 CTAGE9 LY6H DYNC2LI1 SRP68 ABCB6 RAPGEFL1 OR10G4 H2BC11 FXYD4 RASSF4 CYP7B1 TCP11X2 KIFC1 FIG4 CRHR2 NIT1 SPNS1 AMOTL1 SNX7 MS4A15 TECRL MTSS2 NACAD KIF1B AQP5 TRIO OR10W1 OR52A5 CYP4F12 PNPLA3 FMO4 CAPS SPRR3 VPS41 NAALADL2 TREH,CHN1 PKP4 CEACAM8 GET3 PDE6H AMPD1 RCC1 GOT1 SPART GABRG3 COLGALT1 ITPR2 LCE1E CD248 LTB4R2 IVD KLRC4 VSIG2 CNNM2 LYRM4 ADAMTSL4 P2RX6 GALC CLDN1 SATL1 ABCC3 KCNA5 MVD DNM3 OBSL1 C2CD4A PIRT RHOBTB2 TXLNA EPN1 AP1S3 ABCG5 TRPV5 NPIPA1 DGKH PRPSAP1 TEDC2 LCE5A CYC1 PIP5K1A TBL2 RASAL1 ARMH4 HPS1 SLC27A3 SURF2 PLA2G4F CUBN CCDC80 FAM234A SELE DNAAF1 PDE1C KCNA4 CAB39L LRRN2 PON1 MBOAT2 CA13 LRRC28 CACNA1H COPB1 ACP6 GUCD1 SLC20A2 TUBB8 SLC22A6
GO:0046079,UPP1 UPB1 NT5M DPYD DPYS NT5C,6,dUMP catabolic process,DPYS UPP1 NT5M LMO2 RBMS1 TMCO3,WDR90 ZNF479 GNG12 TSNARE1 CNRIP1 GPR84
GO:0001754,NRL CABP4 DIO3 SDK2 NOTCH1 NKD1 SOX9 RDH13 DSCAM PAX6 RPGRIP1 HCN1 GNGT1 DZANK1 FSCN2 OLFM3 RPGRIP1L CNTF NDP AGTPBP1 THRB GNAT2 CRB1 NAGLU TULP1 VEGFA STAT3 BBS4 TH ROM1 RP1 IHH PRKCI TTC8 PDE6C PRDM1 USH1C CEP290 SOX8 PROM1 MFRP MYO7A GNAT1 NR2E3 NTRK2 THY1 CRB2,47,eye photoreceptor cell differentiation,PRKCI AGTPBP1 RPGRIP1 DIO3 THY1 THRB ROM1 CNTF CABP4 PRDM1 NR2E3 RP1 TH NOTCH1 FSCN2 SOX9 IHH PROM1 SDK2 CRB1 GNAT1 DZANK1 HCN1 CACNB1 CREB1 PTGDS HYAL4 UVSSA IGFBP7 MCOLN3 KATNB1 PKD2L2 TMPRSS11E FGF14 PRAG1 PDE8A RAC2 GPAT3 HIF3A UPK1A MBOAT2 CACNA1H RPS6KA5 WAS CCDC117 RPAP3 FGF17,ICE2 MTO1 CEPT1 BLOC1S4 EGR4 SNAPC5 CLRN3 FOXD4L4 CLEC3A FBXO33 TRPC7 FBXL4 RANBP3L SYPL2 ENTPD2 PCDHB14 SLC2A14 SH2B3 FBXL6 MRTFB TNFRSF10C TDRD5 TBC1D2B CD300LF SLC15A2 NOSIP TBKBP1 LCE1A NKX1-1 ABCC6 TTLL2 JDP2 CENPC TMEM145 AGER RHOF IL3RA MMP15 RGL3 SNRPA SEC11C NTN5 TLCD4 NT5C1A ZNF213 SLC25A53 MAPT
GO:0016048,COMT HTR2A NR2F6 OPN4 DISC1 NGFR NTSR1 ASIC3 NTRK1 CALCA MMP24 SCN11A CXCR4 CXCL12 PRDM12 EPHB1 DRGX WDR47 SCN9A GRIK2 LXN RHO ANO1 ADORA1 TRPV1 ANO3,26,detection of temperature stimulus,EPHB1 ANO3 NR2F6 OPN4 TRPV1 DISC1 LXN NTRK1 CALCA ASIC3 COMT SCN11A NTSR1 ITGB7 SMAD7 RALA HNRNPA3 FGF7 WFDC10A GCM2 IGLL1 S100A11 TMEM131 ZNF529 PPBP MOAP1,PSD3 ERBB2 RPL21 COL8A2 GOLGA8K EPCIP SIGLEC8 KCNV1 RNASE1 CEP152 TSNARE1 QNG1 IMPDH2 SRXN1 SLC31A1 DACH1 DCDC2C SH2D1A TMEM25 CAPN3 FOXF2 UQCC5 ZNF667 PHF21A HES6 SP9
GO:0140865,IFNAR2 IL22RA2 IL22RA1,3,interleukin-22-mediated signaling pathway,IL22RA1 VPS35L TLL1,HIPK4 MTNR1A CDH23
GO:0006207,UMPS CAD CPS1 MTOR CMPK1 DHODH,6,'de novo' pyrimidine nucleobase biosynthetic process,MTOR UMPS DHODH COL17A1 ETV5 ARMC5,RAET1G LEO1 ADGRF3 CABIN1 ACTBL2 SLC6A18
GO:0060263,CAMK1D BCR RAC1 LBP NOXA1 NOXO1 CLEC7A DUSP10 GRN INSR SLAMF8 NCF1 RPS19 RAC2 INS JCHAIN,16,regulation of respiratory burst,RPS19 BCR JCHAIN RAC2 LBP SLAMF8 CAMK1D NOXO1 OR7A5 LILRA1 FCSK CLMP USO1 COX6C FBP2 BCAR1,NKAIN3 SENP5 CRELD1 VSIG2 NUDCD2 TNFRSF13C CYTB ACTR3C ANGPTL7 TFPI2 OPCML PTPRU PIGY WDR76 MRPL48 PRND
GO:0048294,NDFIP1 BCL6 FOXP3,3,negative regulation of isotype switching to IgE isotypes,FOXP3 FANCM PGPEP1L,RIMS4 ABTB1 ARL14
GO:0033153,LEF1 BCL11B LIG4 PRKDC,4,T cell receptor V(D)J recombination,LEF1 LIG4 DSTYK SHROOM3,SLC38A1 ZNF154 MAN2B1 PPTC7
GO:2000623,HNRNPAB A1CF NBAS SECISBP2 APOBEC1 PABPC1 UPF3A DHX34,8,"negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",SECISBP2 UPF3A DHX34 A1CF BCL6 CTPS2 SELPLG TMEM53,ANKRD2 OGT SBF2 PRXL2C ZNF791 EFNA4 TMEM187 AMTN
GO:0097476,OLIG3 RELN LHX1,3,spinal cord motor neuron migration,OLIG3 UGT3A2 RIMKLA,CRAT RNF146 B3GAT3
GO:0010887,NR1H2 PPARG TREM2 TTC39B PPARD CES1 NR1H3 ABCA1 ABCG1 PPARA,10,negative regulation of cholesterol storage,TREM2 TTC39B NR1H3 PPARA ABCA1 HTRA3 ZNF408 CCNA2 USP33 MKNK2,OR7G3 AHNAK2 DDX51 SLC5A12 STAT5B WDR74 TOMM20L CAVIN4 PEX14 DDX54
GO:0021699,RERE ARCN1 CEND1,3,cerebellar cortex maturation,RERE HLA-C TRRAP,RANGRF STK38L INMT
GO:0007343,PLCB1 ZP2 PLCZ1 MYH9 NLRP5 ASTL ZP1 WBP2NL ZP4 PLAT NPR2,11,egg activation,NLRP5 ZP1 ZP2 MYH9 ASTL MC2R HTR3D LANCL3 MRS2 TTC9 PDCD5,THBS3 CUL2 MRPL51 PDZD11 CD5L PGA4 DYTN ZNF81 CCDC25 ARHGAP9 IAH1
GO:0021815,SRGAP2C SUN2 SYNE2 SUN1 SRGAP2,5,modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration,SYNE2 SUN1 CACNG3 ABCG1 INPP5J,RGPD8 GSX2 ADRA2B OR4E1 AKIRIN1
GO:0051939,SLC7A14 SLC6A1 SLC6A13 SLC6A6 SLC32A1 NHERF1,6,gamma-aminobutyric acid import,SLC7A14 SLC32A1 SLC6A13 OXCT2 ELP5 IGF2R,PFKFB2 CCND3 DCAF16 RANBP17 ZNF496 BOC
